time,X_LEFT_WRIST,Y_LEFT_WRIST,Z_LEFT_WRIST,X_LEFT_THUMB_CMC,Y_LEFT_THUMB_CMC,Z_LEFT_THUMB_CMC,X_LEFT_THUMB_MCP,Y_LEFT_THUMB_MCP,Z_LEFT_THUMB_MCP,X_LEFT_THUMB_IP,Y_LEFT_THUMB_IP,Z_LEFT_THUMB_IP,X_LEFT_THUMB_TIP,Y_LEFT_THUMB_TIP,Z_LEFT_THUMB_TIP,X_LEFT_INDEX_FINGER_MCP,Y_LEFT_INDEX_FINGER_MCP,Z_LEFT_INDEX_FINGER_MCP,X_LEFT_INDEX_FINGER_PIP,Y_LEFT_INDEX_FINGER_PIP,Z_LEFT_INDEX_FINGER_PIP,X_LEFT_INDEX_FINGER_DIP,Y_LEFT_INDEX_FINGER_DIP,Z_LEFT_INDEX_FINGER_DIP,X_LEFT_INDEX_FINGER_TIP,Y_LEFT_INDEX_FINGER_TIP,Z_LEFT_INDEX_FINGER_TIP,X_LEFT_MIDDLE_FINGER_MCP,Y_LEFT_MIDDLE_FINGER_MCP,Z_LEFT_MIDDLE_FINGER_MCP,X_LEFT_MIDDLE_FINGER_PIP,Y_LEFT_MIDDLE_FINGER_PIP,Z_LEFT_MIDDLE_FINGER_PIP,X_LEFT_MIDDLE_FINGER_DIP,Y_LEFT_MIDDLE_FINGER_DIP,Z_LEFT_MIDDLE_FINGER_DIP,X_LEFT_MIDDLE_FINGER_TIP,Y_LEFT_MIDDLE_FINGER_TIP,Z_LEFT_MIDDLE_FINGER_TIP,X_LEFT_RING_FINGER_MCP,Y_LEFT_RING_FINGER_MCP,Z_LEFT_RING_FINGER_MCP,X_LEFT_RING_FINGER_PIP,Y_LEFT_RING_FINGER_PIP,Z_LEFT_RING_FINGER_PIP,X_LEFT_RING_FINGER_DIP,Y_LEFT_RING_FINGER_DIP,Z_LEFT_RING_FINGER_DIP,X_LEFT_RING_FINGER_TIP,Y_LEFT_RING_FINGER_TIP,Z_LEFT_RING_FINGER_TIP,X_LEFT_PINKY_FINGER_MCP,Y_LEFT_PINKY_FINGER_MCP,Z_LEFT_PINKY_FINGER_MCP,X_LEFT_PINKY_FINGER_PIP,Y_LEFT_PINKY_FINGER_PIP,Z_LEFT_PINKY_FINGER_PIP,X_LEFT_PINKY_FINGER_DIP,Y_LEFT_PINKY_FINGER_DIP,Z_LEFT_PINKY_FINGER_DIP,X_LEFT_PINKY_FINGER_TIP,Y_LEFT_PINKY_FINGER_TIP,Z_LEFT_PINKY_FINGER_TIP,X_RIGHT_WRIST,Y_RIGHT_WRIST,Z_RIGHT_WRIST,X_RIGHT_THUMB_CMC,Y_RIGHT_THUMB_CMC,Z_RIGHT_THUMB_CMC,X_RIGHT_THUMB_MCP,Y_RIGHT_THUMB_MCP,Z_RIGHT_THUMB_MCP,X_RIGHT_THUMB_IP,Y_RIGHT_THUMB_IP,Z_RIGHT_THUMB_IP,X_RIGHT_THUMB_TIP,Y_RIGHT_THUMB_TIP,Z_RIGHT_THUMB_TIP,X_RIGHT_INDEX_FINGER_MCP,Y_RIGHT_INDEX_FINGER_MCP,Z_RIGHT_INDEX_FINGER_MCP,X_RIGHT_INDEX_FINGER_PIP,Y_RIGHT_INDEX_FINGER_PIP,Z_RIGHT_INDEX_FINGER_PIP,X_RIGHT_INDEX_FINGER_DIP,Y_RIGHT_INDEX_FINGER_DIP,Z_RIGHT_INDEX_FINGER_DIP,X_RIGHT_INDEX_FINGER_TIP,Y_RIGHT_INDEX_FINGER_TIP,Z_RIGHT_INDEX_FINGER_TIP,X_RIGHT_MIDDLE_FINGER_MCP,Y_RIGHT_MIDDLE_FINGER_MCP,Z_RIGHT_MIDDLE_FINGER_MCP,X_RIGHT_MIDDLE_FINGER_PIP,Y_RIGHT_MIDDLE_FINGER_PIP,Z_RIGHT_MIDDLE_FINGER_PIP,X_RIGHT_MIDDLE_FINGER_DIP,Y_RIGHT_MIDDLE_FINGER_DIP,Z_RIGHT_MIDDLE_FINGER_DIP,X_RIGHT_MIDDLE_FINGER_TIP,Y_RIGHT_MIDDLE_FINGER_TIP,Z_RIGHT_MIDDLE_FINGER_TIP,X_RIGHT_RING_FINGER_MCP,Y_RIGHT_RING_FINGER_MCP,Z_RIGHT_RING_FINGER_MCP,X_RIGHT_RING_FINGER_PIP,Y_RIGHT_RING_FINGER_PIP,Z_RIGHT_RING_FINGER_PIP,X_RIGHT_RING_FINGER_DIP,Y_RIGHT_RING_FINGER_DIP,Z_RIGHT_RING_FINGER_DIP,X_RIGHT_RING_FINGER_TIP,Y_RIGHT_RING_FINGER_TIP,Z_RIGHT_RING_FINGER_TIP,X_RIGHT_PINKY_FINGER_MCP,Y_RIGHT_PINKY_FINGER_MCP,Z_RIGHT_PINKY_FINGER_MCP,X_RIGHT_PINKY_FINGER_PIP,Y_RIGHT_PINKY_FINGER_PIP,Z_RIGHT_PINKY_FINGER_PIP,X_RIGHT_PINKY_FINGER_DIP,Y_RIGHT_PINKY_FINGER_DIP,Z_RIGHT_PINKY_FINGER_DIP,X_RIGHT_PINKY_FINGER_TIP,Y_RIGHT_PINKY_FINGER_TIP,Z_RIGHT_PINKY_FINGER_TIP
0,0.600684822,0.393559188,-5.21760377e-08,0.591321707,0.366338193,-0.000926792156,0.5888955,0.34139812,-0.00286860741,0.589095,0.324168205,-0.00582352793,0.590284169,0.309782654,-0.00881614164,0.604038298,0.317931652,0.00232378906,0.603233218,0.296954364,-0.00443296367,0.597907126,0.29204911,-0.0114486869,0.591813266,0.293474197,-0.0157759208,0.61116612,0.320690632,-0.000989420805,0.613859594,0.295459032,-0.00619065296,0.609085858,0.285448492,-0.0115351928,0.602037847,0.281043321,-0.0152606983,0.617366672,0.328717083,-0.00529917609,0.624071062,0.302976221,-0.0100808507,0.620031059,0.291660964,-0.0132909333,0.612662613,0.286286712,-0.0153679438,0.622907579,0.342735708,-0.00991471391,0.629674554,0.323308021,-0.0135766566,0.627530694,0.313064247,-0.0150285149,0.621522546,0.30714044,-0.0159588475,0.377747893,0.39593783,2.87567961e-08,0.386199206,0.388676673,-0.00732612377,0.392151564,0.375446796,-0.0119164605,0.393368572,0.365047067,-0.0162806157,0.393113494,0.355030566,-0.0202530529,0.385520309,0.338114679,-0.00556816394,0.385371655,0.320485651,-0.0136439279,0.386155218,0.323889673,-0.0200918317,0.386913866,0.335480332,-0.0230999831,0.376106977,0.337620109,-0.00536438124,0.375570178,0.314650804,-0.0125017473,0.375877798,0.316125929,-0.017623594,0.377262712,0.327355355,-0.0197553542,0.367484063,0.342633367,-0.00638868473,0.365553409,0.321868747,-0.0118462127,0.36675027,0.320308566,-0.0151145337,0.369512349,0.327082247,-0.0162027422,0.359571695,0.353210866,-0.00810439233,0.355422556,0.338049561,-0.0118956408,0.356160164,0.33144328,-0.0137605527,0.359074891,0.330250025,-0.0143102948
33.36666666666667,0.595441937,0.388356924,-6.33435135e-08,0.58700949,0.365992904,-0.00199662172,0.584135413,0.340911984,-0.00397286052,0.58401221,0.32372579,-0.00681377389,0.585167,0.307155192,-0.00945127755,0.600731373,0.318322927,0.00257895817,0.601326227,0.297264427,-0.00319956685,0.596696317,0.289872557,-0.00940788165,0.590568,0.287238896,-0.0131968241,0.607847869,0.320274919,0.000280360837,0.610292315,0.294809252,-0.00436328305,0.604938745,0.28445664,-0.00948693231,0.597623467,0.280066401,-0.0129437847,0.614252,0.327370942,-0.00305578602,0.620168447,0.301903933,-0.00750080217,0.614724398,0.290898174,-0.0110579366,0.606774688,0.286312729,-0.0132008968,0.619819582,0.340018749,-0.00672951946,0.625870883,0.320993602,-0.010218068,0.622632384,0.311269045,-0.0121177146,0.616277099,0.306444645,-0.0132527407,0.380004108,0.391488731,1.31808973e-08,0.3898772,0.383077025,-0.006198972,0.396205842,0.370539665,-0.0105540203,0.397882909,0.359496713,-0.014945128,0.396488,0.349784255,-0.0187033694,0.390147865,0.33054617,-0.00412694225,0.391250551,0.313535,-0.0123354699,0.392640918,0.319318891,-0.0187212564,0.393755406,0.333172977,-0.0214744657,0.38049379,0.328952402,-0.00426775496,0.379404157,0.305318564,-0.0111869015,0.380517334,0.307510167,-0.015919162,0.382684946,0.318825603,-0.0177321471,0.371676087,0.332879543,-0.00561484601,0.369026631,0.311624229,-0.0105655063,0.371283889,0.312019616,-0.0132737448,0.375284016,0.319683611,-0.0139747644,0.36384508,0.342732966,-0.00764871109,0.359374732,0.328462839,-0.0104503036,0.35981831,0.320836663,-0.011757195,0.362700284,0.317578703,-0.0120451758
66.73333333333333,0.592320383,0.390347809,-6.6965093e-08,0.583664179,0.368504465,-0.00355123,0.580822468,0.342101902,-0.00606950466,0.580999,0.322964758,-0.00924705435,0.582303166,0.304255694,-0.01214757,0.596995056,0.321589559,0.00223362702,0.596667886,0.301600605,-0.00412060274,0.591975152,0.294108093,-0.0108604673,0.586361527,0.2911551,-0.0150303673,0.604482055,0.323388755,0.000504554424,0.606603801,0.298073053,-0.00503900647,0.601116538,0.28722921,-0.010877003,0.593796,0.28276661,-0.0146719301,0.611109257,0.3304694,-0.00248682289,0.616473615,0.304513693,-0.00796261895,0.610854864,0.293427289,-0.0121125448,0.602857411,0.289794534,-0.0143492632,0.616984487,0.342704296,-0.00591873098,0.622277379,0.32237339,-0.0101442449,0.618416071,0.31286177,-0.0124913184,0.611379802,0.309193164,-0.0137917483,0.381354272,0.391648203,1.96782075e-08,0.391961724,0.382265091,-0.00630920706,0.398548275,0.368299633,-0.010756488,0.400176764,0.355811805,-0.0152065065,0.399891853,0.343953788,-0.0190684721,0.39228043,0.329440534,-0.00419288035,0.393608689,0.310206056,-0.0125080515,0.395385802,0.313307256,-0.019125646,0.396712869,0.326676965,-0.0220317151,0.382888556,0.327706188,-0.0042692828,0.382531971,0.302513242,-0.0114727598,0.38481465,0.303928584,-0.0169151314,0.387541,0.31618768,-0.019231854,0.374163806,0.331270248,-0.00550034503,0.372054547,0.308971047,-0.0106458189,0.374856412,0.307502151,-0.0141265942,0.378890246,0.314619809,-0.0155039644,0.366035491,0.340550035,-0.00737509737,0.362311393,0.325052828,-0.0103930822,0.362627953,0.316225439,-0.0122398967,0.36487028,0.311677545,-0.0130217308
100.1,0.589833081,0.395810753,-7.43595e-08,0.581121624,0.374192923,-0.0033405649,0.578086674,0.348618656,-0.00619563926,0.57771343,0.330587894,-0.0098335268,0.579608798,0.313514918,-0.0131066032,0.595909894,0.3267214,0.00185636047,0.59560281,0.305248469,-0.00500604464,0.589195251,0.299811572,-0.0120787974,0.582033813,0.300225198,-0.0162378903,0.602774322,0.328771144,-0.000124715865,0.605815649,0.302333593,-0.00596980238,0.599346817,0.291033894,-0.0119763697,0.590927,0.288167745,-0.0157018192,0.609138787,0.336435288,-0.00334675773,0.615134597,0.309941322,-0.00852416735,0.609087,0.298410594,-0.0126409326,0.60078156,0.296003073,-0.0148437573,0.614808917,0.349218309,-0.00705231773,0.620446205,0.32830596,-0.0109359873,0.616531193,0.317754656,-0.013155859,0.609403551,0.314124644,-0.0143290656,0.382597268,0.391768128,1.78611952e-08,0.393496841,0.381122082,-0.00558580831,0.400152892,0.366315842,-0.00959941279,0.401710123,0.35382241,-0.0138140526,0.401823372,0.341513187,-0.0174396802,0.393420607,0.328519404,-0.00340285059,0.39526403,0.308524,-0.0118719237,0.398013294,0.312783241,-0.0186159629,0.400080532,0.326936871,-0.0215035025,0.384450912,0.326901704,-0.00382396788,0.384112924,0.301085919,-0.0108173983,0.386534184,0.30180943,-0.016054038,0.389165431,0.314132035,-0.0182368569,0.375948906,0.330621034,-0.00541321561,0.37367475,0.306908697,-0.0105274534,0.376524687,0.304805309,-0.0136255687,0.380511105,0.311877817,-0.0146734267,0.367869675,0.339859933,-0.00761441141,0.364503533,0.323887706,-0.010797482,0.365081817,0.314064831,-0.0125137186,0.367544413,0.308843642,-0.0130796926
133.46666666666667,0.589182556,0.402241021,-8.63323564e-08,0.580403507,0.380457431,-0.00271020085,0.576823354,0.3552984,-0.00501897745,0.575802684,0.337810755,-0.00822991133,0.576865137,0.321417868,-0.0111052403,0.59382683,0.332795531,0.00269099628,0.593386173,0.311683059,-0.00345246471,0.587249756,0.306582034,-0.0100884074,0.580467224,0.306913286,-0.0140666524,0.600876033,0.334296286,0.000622070569,0.603423536,0.308261842,-0.00443445239,0.597268403,0.297408462,-0.010020298,0.589248598,0.294674903,-0.0136397844,0.607483506,0.341298193,-0.00263280468,0.612978339,0.315355539,-0.00715167727,0.607305646,0.304867268,-0.0109156631,0.599513113,0.303506881,-0.0130158253,0.613352776,0.353377372,-0.00634397706,0.618506968,0.332136571,-0.00968408398,0.614494562,0.322101176,-0.0114595518,0.607377946,0.319218725,-0.0124014439,0.382750511,0.394182503,1.54060569e-08,0.393462658,0.383642495,-0.00516004255,0.400236517,0.368058562,-0.00879980717,0.402113914,0.354842275,-0.0126959737,0.402644038,0.342444599,-0.0159110483,0.393087953,0.330000818,-0.00277360389,0.396348983,0.309487909,-0.0111230724,0.39976874,0.314994186,-0.0176634751,0.40192768,0.329405606,-0.0203204788,0.384457499,0.327943444,-0.00333716581,0.384580821,0.300538361,-0.0100742346,0.387856722,0.301916,-0.0148463519,0.390815437,0.315235406,-0.0164990909,0.376183242,0.331513494,-0.00503709866,0.374113739,0.305963069,-0.0099485144,0.377893269,0.304825068,-0.012263787,0.38249436,0.31265223,-0.0125558963,0.368344486,0.340584725,-0.00735161034,0.364744544,0.32355082,-0.0104750814,0.365899742,0.31332913,-0.0117418226,0.369085878,0.307856232,-0.0117560616
166.83333333333334,0.589997888,0.406274736,-7.34366168e-08,0.580951869,0.384533256,-0.00306660193,0.577167869,0.359761029,-0.00549588865,0.576343477,0.341560841,-0.00880694948,0.577793777,0.32454294,-0.0117370095,0.593402505,0.337646753,0.00311289472,0.592929125,0.317045,-0.00307812821,0.587561727,0.310604066,-0.00976772606,0.581644595,0.309513837,-0.0138501721,0.600805938,0.338885903,0.00122602284,0.603361309,0.313561887,-0.00431310805,0.597525,0.303582549,-0.0102034733,0.589532554,0.301454723,-0.0138248084,0.607697546,0.345458895,-0.00188443565,0.612692475,0.320292681,-0.00674739759,0.607123673,0.310226798,-0.0104815457,0.598926723,0.308875829,-0.0123797301,0.613816559,0.357253373,-0.00548367,0.618292391,0.337229371,-0.00900136586,0.614408255,0.327802062,-0.0107959555,0.607159495,0.325113416,-0.0116282152,0.382406175,0.397248834,8.76206485e-09,0.393169314,0.386057496,-0.00570116,0.400098741,0.370304137,-0.00968327653,0.402108073,0.356499851,-0.0138881728,0.403271616,0.343106657,-0.0173883159,0.393160462,0.332519084,-0.00304129557,0.396212071,0.311687917,-0.0116548724,0.399182826,0.316402853,-0.0184248723,0.400903046,0.330911368,-0.0212278217,0.384484261,0.330032825,-0.00344574242,0.384593815,0.302179247,-0.0106168855,0.387491405,0.303002447,-0.0159086939,0.389976,0.316807628,-0.0179209094,0.376184255,0.333025038,-0.00504591176,0.373913974,0.306816369,-0.0102391932,0.377745837,0.305555463,-0.0131080244,0.382448614,0.314171225,-0.0137997959,0.368227899,0.341753483,-0.00729637081,0.364296466,0.324345499,-0.010584726,0.365485251,0.313954204,-0.0122643365,0.368821204,0.308963031,-0.0126389945
200.20000000000002,0.589958251,0.408660114,-7.26861e-08,0.580959857,0.387943178,-0.00270329858,0.577221036,0.363181561,-0.00549254427,0.57640326,0.346125305,-0.009173356,0.578175187,0.330265969,-0.0125053711,0.594343,0.342882723,0.00100174651,0.595472932,0.319711417,-0.00599525,0.589487672,0.313279688,-0.0126992362,0.58323884,0.313401401,-0.0165422782,0.601392746,0.344974101,-0.0013084939,0.605193675,0.316439807,-0.00802710094,0.597907782,0.306292087,-0.0138092581,0.589232624,0.305475086,-0.0169088654,0.608016253,0.351703286,-0.0046691359,0.613408208,0.324128509,-0.00998152141,0.606339693,0.313640505,-0.0134586124,0.597650051,0.312423646,-0.0150033589,0.61398232,0.363471299,-0.00847119931,0.619028449,0.342426538,-0.0121259792,0.614584148,0.332530916,-0.0138245467,0.607279897,0.329479814,-0.0145249497,0.381162643,0.401240677,5.96270899e-09,0.391719639,0.389668673,-0.00556378439,0.398542255,0.373958439,-0.00957247335,0.400308907,0.360317081,-0.013890137,0.401444554,0.346191108,-0.0175740551,0.39163506,0.335406631,-0.00268134638,0.394488901,0.314093292,-0.0111983726,0.39789167,0.319096446,-0.0180873498,0.399791747,0.333887875,-0.0209959671,0.383096,0.333023,-0.00322434399,0.383181632,0.305578291,-0.0105531337,0.386596233,0.306996614,-0.0163282603,0.389232934,0.321335346,-0.0186463594,0.374868721,0.335968673,-0.00494753243,0.372771859,0.30964154,-0.0101565607,0.376767427,0.307530582,-0.0135429334,0.3813411,0.315999895,-0.0145976432,0.366945565,0.344713479,-0.00728876051,0.363297641,0.326774865,-0.0105432011,0.364673167,0.316324502,-0.0124372281,0.367960036,0.311795026,-0.0129889818
233.5666666666667,0.590833485,0.408668339,-7.32149203e-08,0.581887603,0.388461947,-0.00332762953,0.577370942,0.365086377,-0.00664388761,0.575814426,0.34898293,-0.0107570328,0.577693641,0.333470523,-0.0145064108,0.594291866,0.342960715,-0.000143807309,0.595730305,0.320435852,-0.00749508152,0.589583576,0.314792484,-0.0144200567,0.582897544,0.315199733,-0.0183844194,0.601574123,0.345004529,-0.00225313078,0.60523206,0.316767812,-0.0090781562,0.59790194,0.307135433,-0.0150676304,0.589317501,0.306236953,-0.0184711833,0.608361721,0.35189268,-0.00543239713,0.613754869,0.324662745,-0.0110106906,0.606411576,0.314753145,-0.0148148956,0.59748143,0.314029098,-0.0166303143,0.614413559,0.363991618,-0.00906148367,0.619374394,0.34246859,-0.0129551673,0.614679098,0.333159477,-0.0148030715,0.607132912,0.330783099,-0.0156299621,0.379973531,0.400985181,1.80077517e-08,0.390342832,0.389821947,-0.00586190308,0.396824777,0.373648882,-0.00989084598,0.399240404,0.360156149,-0.0142203849,0.400421023,0.34627527,-0.0179488696,0.3901124,0.335025,-0.00247429358,0.393235,0.315400362,-0.0110770352,0.396511674,0.319481224,-0.0181604251,0.398547858,0.333546162,-0.0211789608,0.381801963,0.332099,-0.00289535872,0.382334292,0.305747062,-0.0101262387,0.385213822,0.306489021,-0.0157139376,0.387738794,0.320362687,-0.0178534035,0.373634279,0.33526051,-0.00458448706,0.371473134,0.310670555,-0.00976785272,0.374667674,0.307420701,-0.0129222935,0.378867567,0.315022856,-0.0137608619,0.365634799,0.344435483,-0.00694739725,0.362227768,0.326996803,-0.01007888,0.36343655,0.315869242,-0.0116983894,0.366592258,0.310903698,-0.0120168403
266.93333333333334,0.591268063,0.408148229,-7.03636545e-08,0.582170546,0.388654679,-0.00331752957,0.577749729,0.364996284,-0.00661641452,0.576134562,0.348659575,-0.0106559666,0.577765703,0.332939506,-0.0142979743,0.594640195,0.342324167,-0.000356922101,0.596342325,0.318609595,-0.00771289179,0.590236485,0.312943876,-0.0145121533,0.583655775,0.314007431,-0.0183540192,0.601808369,0.344538689,-0.00239855633,0.605314195,0.315569073,-0.00935656298,0.59784615,0.306382537,-0.01519081,0.589224696,0.306425482,-0.0183730051,0.608555615,0.351487428,-0.00549725629,0.613743901,0.323515892,-0.0110823214,0.606285155,0.313820928,-0.0147152795,0.597455263,0.313425839,-0.0163723063,0.614640415,0.363603085,-0.00904186536,0.619409502,0.342034578,-0.0130097037,0.614592433,0.33276841,-0.0148875685,0.607139349,0.330486983,-0.015688207,0.378466934,0.400189608,1.74227601e-08,0.388996184,0.389593273,-0.00604912126,0.395774454,0.373861611,-0.0101440912,0.397973895,0.36080265,-0.0145031335,0.398927331,0.34726876,-0.0182553679,0.389226288,0.334563971,-0.00249741273,0.392208219,0.315077394,-0.0109210256,0.395325482,0.319091588,-0.017962547,0.397175729,0.332949966,-0.0209910925,0.38069874,0.331434697,-0.00281824265,0.381472111,0.305442184,-0.00990009867,0.384010166,0.306526691,-0.0155665725,0.386093616,0.320348918,-0.0177938137,0.372308373,0.334213108,-0.00439653872,0.370662123,0.309326977,-0.00933621731,0.373543799,0.306604683,-0.0124450298,0.377328575,0.314659685,-0.0132945459,0.364090502,0.34312728,-0.00666917069,0.361143768,0.325346112,-0.00943456497,0.362073809,0.314169884,-0.0108475573,0.364816517,0.308967263,-0.0110782385
300.3,0.591739893,0.406395316,-5.74896823e-08,0.582537,0.386172444,-0.00282914797,0.578184605,0.362244308,-0.00564502645,0.577093124,0.34527272,-0.00923541747,0.57903403,0.329391778,-0.0123758521,0.594841301,0.339436054,0.000911219162,0.597139537,0.315537691,-0.00586235197,0.591968656,0.30845952,-0.0122254705,0.585778117,0.308619946,-0.0157725755,0.602195501,0.34169957,-0.00111035758,0.606505811,0.313911468,-0.00714892149,0.600511,0.305285782,-0.0122679695,0.592819333,0.305906296,-0.0150554916,0.608918667,0.348569393,-0.00421859417,0.615326405,0.320974231,-0.00890915655,0.609279871,0.311760366,-0.0116977794,0.601356208,0.312012225,-0.0129089877,0.614854813,0.360474706,-0.00780972373,0.619994283,0.339787304,-0.011202937,0.616067469,0.329948872,-0.0126928492,0.609511852,0.327014714,-0.0132406829,0.378206819,0.396809757,1.6072395e-08,0.388743132,0.385667503,-0.00556693552,0.395791292,0.369985729,-0.0095793521,0.398162633,0.356839895,-0.0138665037,0.39863649,0.34312886,-0.0174877308,0.389606595,0.330683589,-0.00259406422,0.392565459,0.311647952,-0.0110243596,0.395450413,0.316696435,-0.0177793391,0.396760881,0.330979139,-0.0205703862,0.380762,0.327418,-0.003127984,0.381102532,0.302340448,-0.00990894623,0.383768171,0.302847773,-0.0147132,0.385639101,0.315310746,-0.0163932238,0.372147828,0.330340028,-0.00493324362,0.370398641,0.305627584,-0.00976392906,0.373500943,0.303164512,-0.0118739111,0.377179027,0.309525728,-0.0120756021,0.363780826,0.339594126,-0.00742557878,0.360857785,0.322504193,-0.0101980017,0.361444175,0.311246395,-0.0110611403,0.363619566,0.304152638,-0.0108703179
